timestamp,A,X,Y,timestamp2,esito_positivo,esito_negativo
1471448872,44831,1931,1791,1471450388,2,0
1471448872,44831,1931,1791,1471450389,2,0
1471448872,44831,1931,1791,1471450473,4,0
1471448872,44831,1931,1791,1471450597,2,0
1471448872,44831,1931,1791,1471450598,2,0
1471448880,44831,1931,1791,1471450388,2,0
1471448880,44831,1931,1791,1471450389,2,0
1471448880,44831,1931,1791,1471450473,4,0
1471448880,44831,1931,1791,1471450597,2,0
1471448880,44831,1931,1791,1471450598,2,0
1471448881,44831,1931,1791,1471450388,2,0
1471448881,44831,1931,1791,1471450389,2,0
1471448881,44831,1931,1791,1471450473,4,0
1471448881,44831,1931,1791,1471450597,2,0
1471448881,44831,1931,1791,1471450598,2,0
1471448882,44831,1931,1791,1471450388,2,0
1471448882,44831,1931,1791,1471450389,2,0
1471448882,44831,1931,1791,1471450473,4,0
1471448882,44831,1931,1791,1471450597,2,0
1471448882,44831,1931,1791,1471450598,2,0
1471448883,44831,1931,1791,1471450388,2,0
1471448883,44831,1931,1791,1471450389,2,0
1471448883,44831,1931,1791,1471450473,4,0
1471448883,44831,1931,1791,1471450597,2,0
1471448883,44831,1931,1791,1471450598,2,0
1471448886,44831,1931,1791,1471450388,2,0
1471448886,44831,1931,1791,1471450389,2,0
1471448886,44831,1931,1791,1471450473,4,0
1471448886,44831,1931,1791,1471450597,2,0
1471448886,44831,1931,1791,1471450598,2,0
1471448894,44831,1931,1791,1471450388,2,0
1471448894,44831,1931,1791,1471450389,2,0
1471448894,44831,1931,1791,1471450473,4,0
1471448894,44831,1931,1791,1471450597,2,0
1471448894,44831,1931,1791,1471450598,2,0
1471448895,44831,1931,1791,1471450388,2,0
1471448895,44831,1931,1791,1471450389,2,0
1471448895,44831,1931,1791,1471450473,4,0
1471448895,44831,1931,1791,1471450597,2,0
1471448895,44831,1931,1791,1471450598,2,0
1471448896,44831,1931,1791,1471450388,2,0
1471448896,44831,1931,1791,1471450389,2,0
1471448896,44831,1931,1791,1471450473,4,0
1471448896,44831,1931,1791,1471450597,2,0
1471448896,44831,1931,1791,1471450598,2,0
1471448899,44831,1931,1791,1471450388,2,0
1471448899,44831,1931,1791,1471450389,2,0
1471448899,44831,1931,1791,1471450473,4,0
1471448899,44831,1931,1791,1471450597,2,0
1471448899,44831,1931,1791,1471450598,2,0
1471448907,44831,1931,1791,1471450388,2,0
1471448907,44831,1931,1791,1471450389,2,0
1471448907,44831,1931,1791,1471450473,4,0
1471448907,44831,1931,1791,1471450597,2,0
1471448907,44831,1931,1791,1471450598,2,0
1471448908,44831,1931,1791,1471450388,2,0
1471448908,44831,1931,1791,1471450389,2,0
1471448908,44831,1931,1791,1471450473,4,0
1471448908,44831,1931,1791,1471450597,2,0
1471448908,44831,1931,1791,1471450598,2,0
1471448909,44831,1931,1791,1471450388,2,0
1471448909,44831,1931,1791,1471450389,2,0
1471448909,44831,1931,1791,1471450473,4,0
1471448909,44831,1931,1791,1471450597,2,0
1471448909,44831,1931,1791,1471450598,2,0
1471448910,44831,1931,1791,1471450388,2,0
1471448910,44831,1931,1791,1471450389,2,0
1471448910,44831,1931,1791,1471450473,4,0
1471448910,44831,1931,1791,1471450597,2,0
1471448910,44831,1931,1791,1471450598,2,0
1471448913,44831,1931,1791,1471450388,2,0
1471448913,44831,1931,1791,1471450389,2,0
1471448913,44831,1931,1791,1471450473,4,0
1471448913,44831,1931,1791,1471450597,2,0
1471448913,44831,1931,1791,1471450598,2,0
1471448921,44831,1931,1791,1471450388,2,0
1471448921,44831,1931,1791,1471450389,2,0
1471448921,44831,1931,1791,1471450473,4,0
1471448921,44831,1931,1791,1471450597,2,0
1471448921,44831,1931,1791,1471450598,2,0
1471448922,44831,1931,1791,1471450388,2,0
1471448922,44831,1931,1791,1471450389,2,0
1471448922,44831,1931,1791,1471450473,4,0
1471448922,44831,1931,1791,1471450597,2,0
1471448922,44831,1931,1791,1471450598,2,0
1471448923,44831,1931,1791,1471450388,2,0
1471448923,44831,1931,1791,1471450389,2,0
1471448923,44831,1931,1791,1471450473,4,0
1471448923,44831,1931,1791,1471450597,2,0
1471448923,44831,1931,1791,1471450598,2,0
1471448924,44831,1931,1791,1471450388,2,0
1471448924,44831,1931,1791,1471450389,2,0
1471448924,44831,1931,1791,1471450473,4,0
1471448924,44831,1931,1791,1471450597,2,0
1471448924,44831,1931,1791,1471450598,2,0
1471448928,44831,1931,1791,1471450388,2,0
1471448928,44831,1931,1791,1471450389,2,0
1471448928,44831,1931,1791,1471450473,4,0
1471448928,44831,1931,1791,1471450597,2,0
1471448928,44831,1931,1791,1471450598,2,0
1471448936,44831,1931,1791,1471450388,2,0
1471448936,44831,1931,1791,1471450389,2,0
1471448936,44831,1931,1791,1471450473,4,0
1471448936,44831,1931,1791,1471450597,2,0
1471448936,44831,1931,1791,1471450598,2,0
1471448937,44831,1931,1791,1471450388,2,0
1471448937,44831,1931,1791,1471450389,2,0
1471448937,44831,1931,1791,1471450473,4,0
1471448937,44831,1931,1791,1471450597,2,0
1471448937,44831,1931,1791,1471450598,2,0
1471448940,44831,1931,1791,1471450388,2,0
1471448940,44831,1931,1791,1471450389,2,0
1471448940,44831,1931,1791,1471450473,4,0
1471448940,44831,1931,1791,1471450597,2,0
1471448940,44831,1931,1791,1471450598,2,0
1471448944,44831,1931,1791,1471450388,2,0
1471448944,44831,1931,1791,1471450389,2,0
1471448944,44831,1931,1791,1471450473,4,0
1471448944,44831,1931,1791,1471450597,2,0
1471448944,44831,1931,1791,1471450598,2,0
1471448952,44831,1931,1791,1471450388,2,0
1471448952,44831,1931,1791,1471450389,2,0
1471448952,44831,1931,1791,1471450473,4,0
1471448952,44831,1931,1791,1471450597,2,0
1471448952,44831,1931,1791,1471450598,2,0
1471448953,44831,1931,1791,1471450388,2,0
1471448953,44831,1931,1791,1471450389,2,0
1471448953,44831,1931,1791,1471450473,4,0
1471448953,44831,1931,1791,1471450597,2,0
1471448953,44831,1931,1791,1471450598,2,0
1471448956,44831,1931,1791,1471450388,2,0
1471448956,44831,1931,1791,1471450389,2,0
1471448956,44831,1931,1791,1471450473,4,0
1471448956,44831,1931,1791,1471450597,2,0
1471448956,44831,1931,1791,1471450598,2,0
1471448960,44831,1931,1791,1471450388,2,0
1471448960,44831,1931,1791,1471450389,2,0
1471448960,44831,1931,1791,1471450473,4,0
1471448960,44831,1931,1791,1471450597,2,0
1471448960,44831,1931,1791,1471450598,2,0
1471449201,44831,1931,1791,1471450388,2,0
1471449201,44831,1931,1791,1471450389,2,0
1471449201,44831,1931,1791,1471450473,4,0
1471449201,44831,1931,1791,1471450597,2,0
1471449201,44831,1931,1791,1471450598,2,0
1471449202,44831,1931,1791,1471450388,2,0
1471449202,44831,1931,1791,1471450389,2,0
1471449202,44831,1931,1791,1471450473,4,0
1471449202,44831,1931,1791,1471450597,2,0
1471449202,44831,1931,1791,1471450598,2,0
1471449205,44831,1931,1791,1471450388,2,0
1471449205,44831,1931,1791,1471450389,2,0
1471449205,44831,1931,1791,1471450473,4,0
1471449205,44831,1931,1791,1471450597,2,0
1471449205,44831,1931,1791,1471450598,2,0
1471449208,44831,1931,1791,1471450388,2,0
1471449208,44831,1931,1791,1471450389,2,0
1471449208,44831,1931,1791,1471450473,4,0
1471449208,44831,1931,1791,1471450597,2,0
1471449208,44831,1931,1791,1471450598,2,0
1471449278,44831,1931,1791,1471450388,2,0
1471449278,44831,1931,1791,1471450389,2,0
1471449278,44831,1931,1791,1471450473,4,0
1471449278,44831,1931,1791,1471450597,2,0
1471449278,44831,1931,1791,1471450598,2,0
1471449343,44831,1931,1791,1471450388,2,0
1471449343,44831,1931,1791,1471450389,2,0
1471449343,44831,1931,1791,1471450473,4,0
1471449343,44831,1931,1791,1471450597,2,0
1471449343,44831,1931,1791,1471450598,2,0
1471871823,44819,1931,1838,1471873168,2,0
1471871823,44819,1931,1838,1471873169,2,0
1472556840,44826,1931,1838,1472556867,2,0
1472556840,44826,1931,1838,1472556871,2,0
1472670542,1939,1931,1838,1472671184,4,0
1472670542,1939,1931,1838,1472671185,2,0
1472670542,1939,1931,1838,1472671186,2,0
1472670542,1939,1931,1838,1472671456,2,0
1472670542,1939,1931,1838,1472671458,2,0
1472670542,1939,1931,1931,1472671002,4,0
1472670543,1939,1931,1838,1472671184,4,0
1472670543,1939,1931,1838,1472671185,2,0
1472670543,1939,1931,1838,1472671186,2,0
1472670543,1939,1931,1838,1472671456,2,0
1472670543,1939,1931,1838,1472671458,2,0
1472670543,1939,1931,1931,1472671002,4,0
1472670639,1939,1931,1838,1472671184,4,0
1472670639,1939,1931,1838,1472671185,2,0
1472670639,1939,1931,1838,1472671186,2,0
1472670639,1939,1931,1838,1472671456,2,0
1472670639,1939,1931,1838,1472671458,2,0
1472670639,1939,1931,1931,1472671002,4,0
1472670681,44840,1931,1838,1472671184,4,0
1472670681,44840,1931,1838,1472671185,2,0
1472670681,44840,1931,1838,1472671186,2,0
1472670681,44840,1931,1838,1472671456,2,0
1472670681,44840,1931,1838,1472671458,2,0
1472670681,44840,1931,1931,1472671002,4,0
1472671044,44818,1931,1838,1472671184,4,0
1472671044,44818,1931,1838,1472671185,2,0
1472671044,44818,1931,1838,1472671186,2,0
1472671044,44818,1931,1838,1472671456,2,0
1472671044,44818,1931,1838,1472671458,2,0
1472820009,44826,1931,1935,1472821722,2,0
1472820009,44826,1931,1935,1472821724,2,0
1472820009,44826,1931,1935,1472821725,2,0
1472820018,44826,1931,1935,1472821722,2,0
1472820018,44826,1931,1935,1472821724,2,0
1472820018,44826,1931,1935,1472821725,2,0
1472820458,1938,1935,1931,1472821694,4,0
1472820458,1938,1935,1931,1472821695,4,0
1473190768,1861,1766,1773,1473191277,4,0
1473360363,44818,1931,1807,1473361233,2,0
1473360363,44818,1931,1807,1473361238,2,0
1473360363,44818,1931,1807,1473361248,2,0
1473360363,44818,1931,1807,1473361252,2,0
1474408173,2066,1935,2014,1474408373,2,0
1474539323,44812,1931,1842,1474539335,2,0
1474539324,44812,1931,1842,1474539335,2,0
1475059979,44815,1931,1791,1475061577,4,0
1475059979,44815,1931,1791,1475061776,2,0
1475059979,44815,1931,1791,1475061777,2,0
1475060893,44812,1931,1791,1475061577,4,0
1475060893,44812,1931,1791,1475061776,2,0
1475060893,44812,1931,1791,1475061777,2,0
1475860306,1894,1766,1832,1475861437,2,0
1475860306,1894,1766,1832,1475861498,2,0
1476713174,44814,1931,1791,1476713301,2,0
1476713174,44814,1931,1791,1476713303,4,0
1476713174,44814,1931,1791,1476714534,2,0
1476713174,44814,1931,1791,1476714535,2,0
1476713174,44814,1931,1791,1476714536,2,0
1476713175,44814,1931,1791,1476713301,2,0
1476713175,44814,1931,1791,1476713303,4,0
1476713175,44814,1931,1791,1476714534,2,0
1476713175,44814,1931,1791,1476714535,2,0
1476713175,44814,1931,1791,1476714536,2,0
1477003274,44815,1950,1931,1477003284,2,0
1477003274,44815,1950,1931,1477003288,2,0
1477003274,44815,1950,1931,1477003297,2,0
1477003274,44815,1950,1931,1477003298,4,0
1477003274,44815,1950,1931,1477003306,2,0
1477003274,44815,1950,1931,1477003309,2,0
1477003274,44815,1950,1931,1477003327,2,0
1477003298,44815,1950,1931,1477003306,2,0
1477003298,44815,1950,1931,1477003309,2,0
1477003298,44815,1950,1931,1477003327,2,0
1477051037,44815,1950,11,1477051301,2,0
1477051037,44815,1950,11,1477051306,2,0
1477051037,44815,1950,11,1477052170,2,0
1477051037,44815,1950,11,1477052597,2,0
1477051037,44815,1950,11,1477052600,2,0
1477051037,44815,1950,11,1477052630,2,0
1477051037,44815,1950,11,1477052633,2,0
1477051037,44815,1950,11,1477052675,2,0
1477051037,44815,1950,11,1477052678,2,0
1477052461,44814,1950,11,1477052597,2,0
1477052461,44814,1950,11,1477052600,2,0
1477052461,44814,1950,11,1477052630,2,0
1477052461,44814,1950,11,1477052633,2,0
1477052461,44814,1950,11,1477052675,2,0
1477052461,44814,1950,11,1477052678,2,0
1477052461,44814,1950,11,1477054176,2,0
1477052461,44814,1950,11,1477054178,2,0
1477052462,44814,1950,11,1477052597,2,0
1477052462,44814,1950,11,1477052600,2,0
1477052462,44814,1950,11,1477052630,2,0
1477052462,44814,1950,11,1477052633,2,0
1477052462,44814,1950,11,1477052675,2,0
1477052462,44814,1950,11,1477052678,2,0
1477052462,44814,1950,11,1477054176,2,0
1477052462,44814,1950,11,1477054178,2,0
1477052485,44812,1950,11,1477052597,2,0
1477052485,44812,1950,11,1477052600,2,0
1477052485,44812,1950,11,1477052630,2,0
1477052485,44812,1950,11,1477052633,2,0
1477052485,44812,1950,11,1477052675,2,0
1477052485,44812,1950,11,1477052678,2,0
1477052485,44812,1950,11,1477054176,2,0
1477052485,44812,1950,11,1477054178,2,0
1477060787,44818,1931,1931,1477060824,2,0
1477060787,44818,1931,1950,1477060800,2,0
1477060787,44818,1931,1950,1477060801,2,0
1477060799,44818,1931,1931,1477060824,2,0
1477060799,44818,1931,1950,1477060800,2,0
1477060799,44818,1931,1950,1477060801,2,0
1477229456,1776,1766,1768,1477231005,1,1
1477229456,1776,1766,1768,1477231008,1,1
1477230596,1776,1766,1768,1477231005,3,1
1477230596,1776,1766,1768,1477231008,3,1
1477395640,1908,1766,18,1477395728,2,0
1477395640,1908,1766,18,1477395732,2,0
1477487205,44815,1950,11,1477487764,4,0
1477487205,44815,1950,2045,1477487240,4,0
1477487300,44815,1950,11,1477487764,4,0
1477671056,44815,1950,2040,1477671722,4,0
1477839774,44815,1950,11,1477840262,2,0
1477839774,44815,1950,11,1477840263,2,0
1478173185,44897,18,43380,1478173479,4,0
1478191022,44815,1950,1955,1478191071,4,0
1478212705,43366,2099,2050,1478214307,2,0
1478214044,43366,2099,2050,1478214307,2,0
1478214044,43366,2099,2050,1478214574,2,0
1478265666,44815,1950,1955,1478265698,4,0
1478270668,34431,1954,1950,1478271312,2,0
1478270668,34431,1954,1950,1478271314,2,0
1478270669,34431,1954,1950,1478271312,2,0
1478270669,34431,1954,1950,1478271314,2,0
1478387007,1944,1931,1838,1478388787,2,0
1478387007,1944,1931,1838,1478388790,2,0
1478387007,1944,1931,1838,1478388791,2,0
1478387007,1944,1931,1838,1478388793,2,0
1478460747,2095,2050,2099,1478461154,2,0
1478609283,44815,1950,1955,1478609495,4,0
1478625586,44815,1950,11,1478625686,4,0
1478625586,44815,1950,11,1478625747,4,0
1478625586,44815,1950,11,1478626659,2,0
1478625586,44815,1950,11,1478626661,2,0
1478625586,44815,1950,11,1478627160,2,0
1478625586,44815,1950,11,1478627161,2,0
1478625586,44815,1950,11,1478627162,2,0
1478625586,44815,1950,11,1478627163,2,0
1478625686,44815,1950,11,1478625747,4,0
1478625686,44815,1950,11,1478626659,2,0
1478625686,44815,1950,11,1478626661,2,0
1478625686,44815,1950,11,1478627160,2,0
1478625686,44815,1950,11,1478627161,2,0
1478625686,44815,1950,11,1478627162,2,0
1478625686,44815,1950,11,1478627163,2,0
1478625748,44815,1950,11,1478626659,2,0
1478625748,44815,1950,11,1478626661,2,0
1478625748,44815,1950,11,1478627160,2,0
1478625748,44815,1950,11,1478627161,2,0
1478625748,44815,1950,11,1478627162,2,0
1478625748,44815,1950,11,1478627163,2,0
1478686197,33425,11,1950,1478686632,2,0
1478737562,44815,1950,8172,1478737944,4,0
1478791414,44815,1950,1955,1478791461,2,0
1478791414,44815,1950,1955,1478791463,4,0
1478791414,44815,1950,2045,1478792028,2,0
1478791414,44815,1950,2045,1478792029,2,0
1478791486,44815,1950,2045,1478792028,2,0
1478791486,44815,1950,2045,1478792029,2,0
1478792028,44815,1950,2045,1478792029,2,0
1478795874,45048,18,43380,1478795917,4,0
1478795877,45048,18,43380,1478795917,4,0
1478860649,44949,18,43380,1478862187,4,0
1478884137,44815,1950,2045,1478885211,4,0
1478884137,44815,1950,34454,1478885319,2,0
1478884137,44815,1950,34454,1478885322,2,0
1478884137,44815,1950,34454,1478885494,2,0
1478884137,44815,1950,34454,1478885497,2,0
1478884137,44815,1950,34454,1478885814,2,0
1478884137,44815,1950,34454,1478885817,2,0
1478885215,44815,1950,34454,1478885319,2,0
1478885215,44815,1950,34454,1478885322,2,0
1478885215,44815,1950,34454,1478885494,2,0
1478885215,44815,1950,34454,1478885497,2,0
1478885215,44815,1950,34454,1478885814,2,0
1478885215,44815,1950,34454,1478885817,2,0
1478885353,44815,1950,34454,1478885494,2,0
1478885353,44815,1950,34454,1478885497,2,0
1478885353,44815,1950,34454,1478885814,2,0
1478885353,44815,1950,34454,1478885817,2,0
1478885757,44815,1950,34454,1478885814,2,0
1478885757,44815,1950,34454,1478885817,2,0
1478968962,44815,1950,1935,1478968989,2,0
1478968962,44815,1950,1935,1478968991,4,0
1478968962,44815,1950,1935,1478969824,2,0
1478968962,44815,1950,1935,1478969826,4,0
1478969009,44815,1950,1935,1478969824,2,0
1478969009,44815,1950,1935,1478969826,4,0
1479074729,44815,1950,1931,1479076087,4,0
1479074729,44815,1950,1931,1479076092,2,0
1479074729,44815,1950,1931,1479076098,2,0
1479147142,44922,18,43380,1479148725,8,0
1479294710,44815,1950,1954,1479295369,4,0
1479301544,44815,1950,11,1479301545,2,0
1479389557,44815,1950,2049,1479389568,2,0
1479389557,44815,1950,2049,1479389573,2,0
1479401133,44889,18,43380,1479402770,4,0
1479401135,44889,18,43380,1479402770,4,0
1479405384,44815,1950,11,1479405744,2,0
1479419079,44815,1950,1953,1479419111,2,0
1479419079,44815,1950,1953,1479419114,4,0
1479420207,39862,2040,1950,1479420709,2,0
1479425363,43942,2040,1950,1479425971,4,0
1479425363,43942,2040,1950,1479426049,4,0
1479425363,43942,2040,1950,1479426176,4,0
1479425363,43942,2040,1950,1479427157,4,0
1479495929,44815,1931,1831,1479495931,4,0
1479818398,44868,1950,2053,1479818450,2,0
1479818398,44868,1950,2053,1479818452,2,0
1479818398,44868,1950,2053,1479818453,2,0
1479818399,44868,1950,2053,1479818450,2,0
1479818399,44868,1950,2053,1479818452,2,0
1479818399,44868,1950,2053,1479818453,2,0
1479896567,44815,1950,11,1479896721,4,0
1479896567,44815,1950,11,1479896857,4,0
1479896567,44815,1950,7982,1479896789,4,0
1479896727,44815,1950,11,1479896857,4,0
1479896727,44815,1950,7982,1479896789,4,0
1479896788,44815,1950,11,1479896857,4,0
1479896788,44815,1950,7982,1479896789,4,0
1479918173,44815,1950,2072,1479919946,4,0
1479928309,44817,1950,11,1479930000,2,0
1479928309,44817,1950,11,1479930002,2,0
1479928561,44814,1950,11,1479930000,2,0
1479928561,44814,1950,11,1479930002,2,0
1479928562,44814,1950,11,1479930000,2,0
1479928562,44814,1950,11,1479930002,2,0
1479935599,44815,1950,7980,1479935637,2,0
1479935599,44815,1950,7980,1479935640,2,0
1480080212,1959,18,43380,1480081262,4,0
1480080214,1959,18,43380,1480081262,4,0
1480080614,44886,18,43380,1480081262,8,0
1480088314,44886,18,43380,1480089668,8,0
1480088314,44886,18,43380,1480089894,4,0
1480088314,44886,18,43380,1480089895,4,0
1480088723,1960,18,43380,1480089668,4,0
1480088723,1960,18,43380,1480089894,2,0
1480088723,1960,18,43380,1480089895,2,0
1480088726,1960,18,43380,1480089668,4,0
1480088726,1960,18,43380,1480089894,2,0
1480088726,1960,18,43380,1480089895,2,0
1480102431,33425,11,1950,1480102862,2,0
1480102739,33425,11,1950,1480102862,2,0
1480102861,44815,1950,11,1480102916,2,0
1480102861,44815,1950,11,1480102919,2,0
1480102861,44815,1950,11,1480102926,4,0
1480102861,44815,1950,11,1480102928,2,0
1480102861,44815,1950,11,1480102931,2,0
1480102861,44815,1950,7980,1480103145,2,0
1480102861,44815,1950,7980,1480103148,2,0
1480102957,44815,1950,7980,1480103145,2,0
1480102957,44815,1950,7980,1480103148,2,0
1480252742,1797,1766,1807,1480252893,4,0
1480323989,1967,18,43380,1480324927,2,0
1480323989,1967,18,43380,1480324928,2,0
1480323992,1967,18,43380,1480324927,2,0
1480323992,1967,18,43380,1480324928,2,0
1480420759,1995,18,43380,1480421413,4,0
1480420761,1995,18,43380,1480421413,4,0
1480421128,1995,18,43380,1480421413,4,0
1480421130,1995,18,43380,1480421413,4,0
1480682390,39869,2040,1950,1480684064,4,0
1480776741,44815,1950,2040,1480776883,4,0
1481553907,44900,18,43380,1481554279,4,0
1481553907,44900,18,43380,1481554486,4,0
1481553999,44910,43380,18,1481555037,4,0
1481554155,44910,43380,18,1481555037,4,0
1481558328,44901,18,43380,1481559106,4,0
1481558330,44901,18,43380,1481559106,4,0
