timestamp,A,X,Y,timestamp2,esito_positivo
1469191084,2011,1935,2038,1469224209,2
1470085193,2036,1935,2039,1470088915,2
1470085193,2036,1935,2039,1470088919,2
1470085193,2036,1935,2039,1470089029,2
1470085193,2036,1935,2039,1470089031,2
1470085193,2036,1935,2039,1470088915,2
1470085193,2036,1935,2039,1470088919,2
1470085193,2036,1935,2039,1470089029,2
1470085193,2036,1935,2039,1470089031,2
1470126838,1776,1766,1810,1470145777,2
1470126838,1776,1766,1810,1470145812,2
1470126838,1776,1766,1810,1470145822,2
1470126838,1776,1766,1810,1470145920,2
1470126840,1776,1766,1810,1470145777,2
1470126840,1776,1766,1810,1470145812,2
1470126840,1776,1766,1810,1470145822,2
1470126840,1776,1766,1810,1470145920,2
1470140136,1940,1931,43752,1470166295,2
1470149220,1776,1766,1773,1470170933,2
1470149220,1776,1766,1773,1470170934,2
1470149220,1776,1766,1810,1470180478,2
1470149220,1776,1766,1810,1470180492,2
1470149220,1776,1766,1810,1470180511,2
1470149223,1776,1766,1773,1470170933,2
1470149223,1776,1766,1773,1470170934,2
1470149223,1776,1766,1810,1470180478,2
1470149223,1776,1766,1810,1470180492,2
1470149223,1776,1766,1810,1470180511,2
1470149224,1776,1766,1773,1470170933,2
1470149224,1776,1766,1773,1470170934,2
1470149224,1776,1766,1810,1470180478,2
1470149224,1776,1766,1810,1470180492,2
1470149224,1776,1766,1810,1470180511,2
1470149225,1776,1766,1773,1470170933,2
1470149225,1776,1766,1773,1470170934,2
1470149225,1776,1766,1810,1470180478,2
1470149225,1776,1766,1810,1470180492,2
1470149225,1776,1766,1810,1470180511,2
1470149228,1776,1766,1773,1470170933,2
1470149228,1776,1766,1773,1470170934,2
1470149228,1776,1766,1810,1470180478,2
1470149228,1776,1766,1810,1470180492,2
1470149228,1776,1766,1810,1470180511,2
1470149229,1776,1766,1773,1470170933,2
1470149229,1776,1766,1773,1470170934,2
1470149229,1776,1766,1810,1470180478,2
1470149229,1776,1766,1810,1470180492,2
1470149229,1776,1766,1810,1470180511,2
1470209866,1797,1766,1810,1470228357,2
1470209866,1797,1766,1810,1470228409,2
1470209866,1797,1766,1810,1470228411,2
1470215888,1847,1766,1810,1470228357,2
1470215888,1847,1766,1810,1470228409,2
1470215888,1847,1766,1810,1470228411,2
1470215888,1847,1766,1765,1470258668,2
1470216067,2025,1935,2038,1470220202,2
1470216067,2025,1935,2038,1470220603,2
1470216067,2025,1935,2038,1470223539,2
1470216067,2025,1935,2014,1470257469,2
1470216363,2025,1935,2038,1470220202,2
1470216363,2025,1935,2038,1470220603,2
1470216363,2025,1935,2038,1470223539,2
1470216363,2025,1935,2014,1470257469,2
1470216554,2025,1935,2038,1470220202,2
1470216554,2025,1935,2038,1470220603,2
1470216554,2025,1935,2038,1470223539,2
1470216554,2025,1935,2014,1470257469,2
1470229016,1776,1766,1765,1470258668,2
1470229019,1776,1766,1765,1470258668,2
1470313492,1776,1766,1822,1470352985,2
1470313492,1776,1766,1822,1470352985,2
1470313492,1776,1766,1838,1470353038,2
1470313492,1776,1766,1838,1470353038,2
1470313514,1776,1766,1822,1470352985,2
1470313514,1776,1766,1822,1470352985,2
1470313514,1776,1766,1838,1470353038,2
1470313514,1776,1766,1838,1470353038,2
1470327899,1932,1931,1791,1470338591,2
1470327899,1932,1931,1791,1470338593,2
1470327899,1932,1931,1791,1470338685,2
1470327899,1932,1931,1791,1470338686,2
1470327899,1932,1931,1931,1470359327,2
1470327899,1932,1931,1931,1470359328,2
1470327899,1932,1931,1791,1470338591,2
1470327899,1932,1931,1791,1470338593,2
1470327899,1932,1931,1791,1470338685,2
1470327899,1932,1931,1791,1470338686,2
1470327899,1932,1931,1931,1470359327,2
1470327899,1932,1931,1931,1470359328,2
1470328532,1932,1931,1791,1470338591,2
1470328532,1932,1931,1791,1470338593,2
1470328532,1932,1931,1791,1470338685,2
1470328532,1932,1931,1791,1470338686,2
1470328532,1932,1931,1931,1470359327,2
1470328532,1932,1931,1931,1470359328,2
1470328535,1932,1931,1791,1470338591,2
1470328535,1932,1931,1791,1470338593,2
1470328535,1932,1931,1791,1470338685,2
1470328535,1932,1931,1791,1470338686,2
1470328535,1932,1931,1931,1470359327,2
1470328535,1932,1931,1931,1470359328,2
1470329003,1932,1931,1791,1470338591,2
1470329003,1932,1931,1791,1470338593,2
1470329003,1932,1931,1791,1470338685,2
1470329003,1932,1931,1791,1470338686,2
1470329003,1932,1931,1931,1470359327,2
1470329003,1932,1931,1931,1470359328,2
1470329006,1932,1931,1791,1470338591,2
1470329006,1932,1931,1791,1470338593,2
1470329006,1932,1931,1791,1470338685,2
1470329006,1932,1931,1791,1470338686,2
1470329006,1932,1931,1931,1470359327,2
1470329006,1932,1931,1931,1470359328,2
1470358379,1932,1931,1931,1470359327,2
1470358379,1932,1931,1931,1470359328,2
1470390077,2036,1935,2014,1470393400,2
1470390077,2036,1935,2045,1470430957,2
1470390077,2036,1935,2014,1470393400,2
1470390077,2036,1935,2045,1470430957,2
1470393785,2036,1935,2045,1470430957,2
1470407899,2036,1935,2045,1470430957,2
1470407899,2036,1935,2045,1470430957,2
1470485269,2090,1766,1773,1470511973,2
1470485269,2090,1766,1773,1470511973,2
1470485269,2090,1766,1773,1470512075,2
1470485269,2090,1766,1773,1470512075,2
1470485269,2090,1766,1773,1470514671,2
1470485269,2090,1766,1773,1470514672,2
1470485269,2090,1766,1773,1470516519,2
1470485269,2090,1766,1773,1470516520,2
1470485269,2090,1766,1773,1470527041,2
1470485269,2090,1766,1773,1470527041,2
1470485270,2086,1766,1773,1470511973,2
1470485270,2086,1766,1773,1470511973,2
1470485270,2086,1766,1773,1470512075,2
1470485270,2086,1766,1773,1470512075,2
1470485270,2086,1766,1773,1470514671,2
1470485270,2086,1766,1773,1470514672,2
1470485270,2086,1766,1773,1470516519,2
1470485270,2086,1766,1773,1470516520,2
1470485270,2086,1766,1773,1470527041,2
1470485270,2086,1766,1773,1470527041,2
1470485270,2090,1766,1773,1470511973,2
1470485270,2090,1766,1773,1470511973,2
1470485270,2090,1766,1773,1470512075,2
1470485270,2090,1766,1773,1470512075,2
1470485270,2090,1766,1773,1470514671,2
1470485270,2090,1766,1773,1470514672,2
1470485270,2090,1766,1773,1470516519,2
1470485270,2090,1766,1773,1470516520,2
1470485270,2090,1766,1773,1470527041,2
1470485270,2090,1766,1773,1470527041,2
1470485271,2086,1766,1773,1470511973,2
1470485271,2086,1766,1773,1470511973,2
1470485271,2086,1766,1773,1470512075,2
1470485271,2086,1766,1773,1470512075,2
1470485271,2086,1766,1773,1470514671,2
1470485271,2086,1766,1773,1470514672,2
1470485271,2086,1766,1773,1470516519,2
1470485271,2086,1766,1773,1470516520,2
1470485271,2086,1766,1773,1470527041,2
1470485271,2086,1766,1773,1470527041,2
1470508519,2087,1766,1773,1470511973,2
1470508519,2087,1766,1773,1470511973,2
1470508519,2087,1766,1773,1470512075,2
1470508519,2087,1766,1773,1470512075,2
1470508519,2087,1766,1773,1470514671,2
1470508519,2087,1766,1773,1470514672,2
1470508519,2087,1766,1773,1470516519,2
1470508519,2087,1766,1773,1470516520,2
1470508519,2087,1766,1773,1470527041,2
1470508519,2087,1766,1773,1470527041,2
1470516427,2087,1766,1773,1470516519,2
1470516427,2087,1766,1773,1470516520,2
1470516427,2087,1766,1773,1470527041,2
1470516427,2087,1766,1773,1470527041,2
1470527455,2087,1766,1773,1470569976,2
1470529248,2087,1766,1773,1470569976,2
1470565431,2089,1766,1773,1470569976,2
1470565431,2089,1766,1849,1470574542,2
1470565431,2089,1766,1773,1470579122,2
1470565431,2089,1766,1773,1470579139,2
1470565431,2089,1766,1773,1470579139,2
1470570046,2085,1766,1849,1470574542,2
1470570046,2085,1766,1773,1470579122,2
1470570046,2085,1766,1773,1470579139,2
1470570046,2085,1766,1773,1470579139,2
1470570100,2086,1766,1849,1470574542,2
1470570100,2086,1766,1773,1470579122,2
1470570100,2086,1766,1773,1470579139,2
1470570100,2086,1766,1773,1470579139,2
1470672409,2087,1766,1773,1470703258,2
1470672409,2087,1766,1773,1470703295,2
1470694819,1934,1931,1838,1470735005,2
1470694819,1934,1931,1838,1470735010,2
1470694823,1934,1931,1838,1470735005,2
1470694823,1934,1931,1838,1470735010,2
1470694824,1934,1931,1838,1470735005,2
1470694824,1934,1931,1838,1470735010,2
1470694828,1934,1931,1838,1470735005,2
1470694828,1934,1931,1838,1470735010,2
1470694866,1934,1931,1838,1470735005,2
1470694866,1934,1931,1838,1470735010,2
1470695002,1934,1931,1838,1470735005,2
1470695002,1934,1931,1838,1470735010,2
1470701009,1933,1931,1838,1470735005,2
1470701009,1933,1931,1838,1470735010,2
1470701009,1933,1931,1838,1470741334,2
1470701009,1933,1931,1838,1470741339,2
1470701014,1933,1931,1838,1470735005,2
1470701014,1933,1931,1838,1470735010,2
1470701014,1933,1931,1838,1470741334,2
1470701014,1933,1931,1838,1470741339,2
1470741400,1933,1931,1838,1470750715,2
1470741400,1933,1931,1838,1470750715,2
1470741400,1933,1931,1838,1470751088,2
1470741400,1933,1931,1838,1470751090,2
1470741405,1933,1931,1838,1470750715,2
1470741405,1933,1931,1838,1470750715,2
1470741405,1933,1931,1838,1470751088,2
1470741405,1933,1931,1838,1470751090,2
1470743006,1933,1931,1838,1470750715,2
1470743006,1933,1931,1838,1470750715,2
1470743006,1933,1931,1838,1470751088,2
1470743006,1933,1931,1838,1470751090,2
1470743011,1933,1931,1838,1470750715,2
1470743011,1933,1931,1838,1470750715,2
1470743011,1933,1931,1838,1470751088,2
1470743011,1933,1931,1838,1470751090,2
1470751082,44801,1931,1838,1470751088,2
1470751082,44801,1931,1838,1470751090,2
1470751082,44801,1931,1831,1470789275,2
1470751082,44801,1931,1831,1470789275,2
1470769162,1938,1935,1931,1470810357,2
1470769163,1938,1935,1931,1470810357,2
1470809410,27,1935,1931,1470810357,2
1470832105,44800,1931,1831,1470833729,2
1470832105,44800,1931,1831,1470842458,2
1470832105,44800,1931,1831,1470842486,2
1470832105,44800,1931,1831,1470844424,2
1470832105,44800,1931,1831,1470844424,2
1470832965,44800,1931,1831,1470833729,2
1470832965,44800,1931,1831,1470842458,2
1470832965,44800,1931,1831,1470842486,2
1470832965,44800,1931,1831,1470844424,2
1470832965,44800,1931,1831,1470844424,2
1470833264,44800,1931,1831,1470833729,2
1470833264,44800,1931,1831,1470842458,2
1470833264,44800,1931,1831,1470842486,2
1470833264,44800,1931,1831,1470844424,2
1470833264,44800,1931,1831,1470844424,2
1470839923,44808,1931,1831,1470842458,2
1470839923,44808,1931,1831,1470842486,2
1470839923,44808,1931,1831,1470844424,2
1470839923,44808,1931,1831,1470844424,2
1470841768,44808,1931,1831,1470842458,2
1470841768,44808,1931,1831,1470842486,2
1470841768,44808,1931,1831,1470844424,2
1470841768,44808,1931,1831,1470844424,2
1470843789,44818,1931,1831,1470844424,2
1470843789,44818,1931,1831,1470844424,2
1470843789,44818,1931,1791,1470886295,2
1470843789,44818,1931,1791,1470886295,2
1470886243,44808,1931,1791,1470886295,2
1470886243,44808,1931,1791,1470886295,2
1471012624,44838,1931,1842,1471035416,2
1471012624,44838,1931,1842,1471036451,2
1471012624,44838,1931,1842,1471036556,2
1471012624,44838,1931,1842,1471038729,2
1471012624,44838,1931,1842,1471038877,2
1471012624,44838,1931,1842,1471038901,2
1471012624,44838,1931,1842,1471038928,2
1471012761,44838,1931,1842,1471035416,2
1471012761,44838,1931,1842,1471036451,2
1471012761,44838,1931,1842,1471036556,2
1471012761,44838,1931,1842,1471038729,2
1471012761,44838,1931,1842,1471038877,2
1471012761,44838,1931,1842,1471038901,2
1471012761,44838,1931,1842,1471038928,2
1471019553,44800,1931,1842,1471035416,2
1471019553,44800,1931,1842,1471036451,2
1471019553,44800,1931,1842,1471036556,2
1471019553,44800,1931,1842,1471038729,2
1471019553,44800,1931,1842,1471038877,2
1471019553,44800,1931,1842,1471038901,2
1471019553,44800,1931,1842,1471038928,2
1471019618,44800,1931,1842,1471035416,2
1471019618,44800,1931,1842,1471036451,2
1471019618,44800,1931,1842,1471036556,2
1471019618,44800,1931,1842,1471038729,2
1471019618,44800,1931,1842,1471038877,2
1471019618,44800,1931,1842,1471038901,2
1471019618,44800,1931,1842,1471038928,2
1471021450,44800,1931,1842,1471035416,2
1471021450,44800,1931,1842,1471036451,2
1471021450,44800,1931,1842,1471036556,2
1471021450,44800,1931,1842,1471038729,2
1471021450,44800,1931,1842,1471038877,2
1471021450,44800,1931,1842,1471038901,2
1471021450,44800,1931,1842,1471038928,2
1471091417,1776,1766,1807,1471096647,2
1471091417,1776,1766,1807,1471096647,2
1471091417,1776,1766,1788,1471105850,2
1471091417,1776,1766,1788,1471105852,2
1471091417,1776,1766,1807,1471107929,2
1471091417,1776,1766,1807,1471107931,2
1471091417,1776,1766,1807,1471108022,2
1471091417,1776,1766,1807,1471108025,2
1471091417,1776,1766,1765,1471110676,2
1471091417,1776,1766,1765,1471110680,2
1471091417,1776,1766,1765,1471110807,2
1471091417,1776,1766,1765,1471110828,2
1471091417,1776,1766,1765,1471110833,2
1471091417,1776,1766,1765,1471110840,2
1471091417,1776,1766,1765,1471110844,2
1471091417,1776,1766,1765,1471110906,2
1471091417,1776,1766,1765,1471110926,2
1471091417,1776,1766,1765,1471110931,2
1471091417,1776,1766,1765,1471110982,2
1471091417,1776,1766,1765,1471111002,2
1471091417,1776,1766,1765,1471111007,2
1471091417,1776,1766,1765,1471111069,2
1471091417,1776,1766,1765,1471111073,2
1471091417,1776,1766,1765,1471111103,2
1471091417,1776,1766,1765,1471111232,2
1471091417,1776,1766,1765,1471111237,2
1471091417,1776,1766,1765,1471111289,2
1471091417,1776,1766,1765,1471111299,2
1471091417,1776,1766,1765,1471111299,2
1471091417,1776,1766,1765,1471111300,2
1471091417,1776,1766,1807,1471096647,2
1471091417,1776,1766,1807,1471096647,2
1471091417,1776,1766,1788,1471105850,2
1471091417,1776,1766,1788,1471105852,2
1471091417,1776,1766,1807,1471107929,2
1471091417,1776,1766,1807,1471107931,2
1471091417,1776,1766,1807,1471108022,2
1471091417,1776,1766,1807,1471108025,2
1471091417,1776,1766,1765,1471110676,2
1471091417,1776,1766,1765,1471110680,2
1471091417,1776,1766,1765,1471110807,2
1471091417,1776,1766,1765,1471110828,2
1471091417,1776,1766,1765,1471110833,2
1471091417,1776,1766,1765,1471110840,2
1471091417,1776,1766,1765,1471110844,2
1471091417,1776,1766,1765,1471110906,2
1471091417,1776,1766,1765,1471110926,2
1471091417,1776,1766,1765,1471110931,2
1471091417,1776,1766,1765,1471110982,2
1471091417,1776,1766,1765,1471111002,2
1471091417,1776,1766,1765,1471111007,2
1471091417,1776,1766,1765,1471111069,2
1471091417,1776,1766,1765,1471111073,2
1471091417,1776,1766,1765,1471111103,2
1471091417,1776,1766,1765,1471111232,2
1471091417,1776,1766,1765,1471111237,2
1471091417,1776,1766,1765,1471111289,2
1471091417,1776,1766,1765,1471111299,2
1471091417,1776,1766,1765,1471111299,2
1471091417,1776,1766,1765,1471111300,2
1471092598,44838,1931,1807,1471121554,2
1471092598,44838,1931,1807,1471121555,2
1471095077,1776,1766,1807,1471096647,2
1471095077,1776,1766,1807,1471096647,2
1471095077,1776,1766,1788,1471105850,2
1471095077,1776,1766,1788,1471105852,2
1471095077,1776,1766,1807,1471107929,2
1471095077,1776,1766,1807,1471107931,2
1471095077,1776,1766,1807,1471108022,2
1471095077,1776,1766,1807,1471108025,2
1471095077,1776,1766,1765,1471110676,2
1471095077,1776,1766,1765,1471110680,2
1471095077,1776,1766,1765,1471110807,2
1471095077,1776,1766,1765,1471110828,2
1471095077,1776,1766,1765,1471110833,2
1471095077,1776,1766,1765,1471110840,2
1471095077,1776,1766,1765,1471110844,2
1471095077,1776,1766,1765,1471110906,2
1471095077,1776,1766,1765,1471110926,2
1471095077,1776,1766,1765,1471110931,2
1471095077,1776,1766,1765,1471110982,2
1471095077,1776,1766,1765,1471111002,2
1471095077,1776,1766,1765,1471111007,2
1471095077,1776,1766,1765,1471111069,2
1471095077,1776,1766,1765,1471111073,2
1471095077,1776,1766,1765,1471111103,2
1471095077,1776,1766,1765,1471111232,2
1471095077,1776,1766,1765,1471111237,2
1471095077,1776,1766,1765,1471111289,2
1471095077,1776,1766,1765,1471111299,2
1471095077,1776,1766,1765,1471111299,2
1471095077,1776,1766,1765,1471111300,2
1471095077,1776,1766,1807,1471096647,2
1471095077,1776,1766,1807,1471096647,2
1471095077,1776,1766,1788,1471105850,2
1471095077,1776,1766,1788,1471105852,2
1471095077,1776,1766,1807,1471107929,2
1471095077,1776,1766,1807,1471107931,2
1471095077,1776,1766,1807,1471108022,2
1471095077,1776,1766,1807,1471108025,2
1471095077,1776,1766,1765,1471110676,2
1471095077,1776,1766,1765,1471110680,2
1471095077,1776,1766,1765,1471110807,2
1471095077,1776,1766,1765,1471110828,2
1471095077,1776,1766,1765,1471110833,2
1471095077,1776,1766,1765,1471110840,2
1471095077,1776,1766,1765,1471110844,2
1471095077,1776,1766,1765,1471110906,2
1471095077,1776,1766,1765,1471110926,2
1471095077,1776,1766,1765,1471110931,2
1471095077,1776,1766,1765,1471110982,2
1471095077,1776,1766,1765,1471111002,2
1471095077,1776,1766,1765,1471111007,2
1471095077,1776,1766,1765,1471111069,2
1471095077,1776,1766,1765,1471111073,2
1471095077,1776,1766,1765,1471111103,2
1471095077,1776,1766,1765,1471111232,2
1471095077,1776,1766,1765,1471111237,2
1471095077,1776,1766,1765,1471111289,2
1471095077,1776,1766,1765,1471111299,2
1471095077,1776,1766,1765,1471111299,2
1471095077,1776,1766,1765,1471111300,2
1471098446,1936,1931,1807,1471121554,2
1471098446,1936,1931,1807,1471121555,2
1471098447,1936,1931,1807,1471121554,2
1471098447,1936,1931,1807,1471121555,2
1471098451,1936,1931,1807,1471121554,2
1471098451,1936,1931,1807,1471121555,2
1471098455,1936,1931,1807,1471121554,2
1471098455,1936,1931,1807,1471121555,2
1471101615,1776,1766,1788,1471105850,2
1471101615,1776,1766,1788,1471105852,2
1471101615,1776,1766,1807,1471107929,2
1471101615,1776,1766,1807,1471107931,2
1471101615,1776,1766,1807,1471108022,2
1471101615,1776,1766,1807,1471108025,2
1471101615,1776,1766,1765,1471110676,2
1471101615,1776,1766,1765,1471110680,2
1471101615,1776,1766,1765,1471110807,2
1471101615,1776,1766,1765,1471110828,2
1471101615,1776,1766,1765,1471110833,2
1471101615,1776,1766,1765,1471110840,2
1471101615,1776,1766,1765,1471110844,2
1471101615,1776,1766,1765,1471110906,2
1471101615,1776,1766,1765,1471110926,2
1471101615,1776,1766,1765,1471110931,2
1471101615,1776,1766,1765,1471110982,2
1471101615,1776,1766,1765,1471111002,2
1471101615,1776,1766,1765,1471111007,2
1471101615,1776,1766,1765,1471111069,2
1471101615,1776,1766,1765,1471111073,2
1471101615,1776,1766,1765,1471111103,2
1471101615,1776,1766,1765,1471111232,2
1471101615,1776,1766,1765,1471111237,2
1471101615,1776,1766,1765,1471111289,2
1471101615,1776,1766,1765,1471111299,2
1471101615,1776,1766,1765,1471111299,2
1471101615,1776,1766,1765,1471111300,2
1471101616,1776,1766,1788,1471105850,2
1471101616,1776,1766,1788,1471105852,2
1471101616,1776,1766,1807,1471107929,2
1471101616,1776,1766,1807,1471107931,2
1471101616,1776,1766,1807,1471108022,2
1471101616,1776,1766,1807,1471108025,2
1471101616,1776,1766,1765,1471110676,2
1471101616,1776,1766,1765,1471110680,2
1471101616,1776,1766,1765,1471110807,2
1471101616,1776,1766,1765,1471110828,2
1471101616,1776,1766,1765,1471110833,2
1471101616,1776,1766,1765,1471110840,2
1471101616,1776,1766,1765,1471110844,2
1471101616,1776,1766,1765,1471110906,2
1471101616,1776,1766,1765,1471110926,2
1471101616,1776,1766,1765,1471110931,2
1471101616,1776,1766,1765,1471110982,2
1471101616,1776,1766,1765,1471111002,2
1471101616,1776,1766,1765,1471111007,2
1471101616,1776,1766,1765,1471111069,2
1471101616,1776,1766,1765,1471111073,2
1471101616,1776,1766,1765,1471111103,2
1471101616,1776,1766,1765,1471111232,2
1471101616,1776,1766,1765,1471111237,2
1471101616,1776,1766,1765,1471111289,2
1471101616,1776,1766,1765,1471111299,2
1471101616,1776,1766,1765,1471111299,2
1471101616,1776,1766,1765,1471111300,2
1471109229,1936,1931,1807,1471121554,2
1471109229,1936,1931,1807,1471121555,2
1471109235,1936,1931,1807,1471121554,2
1471109235,1936,1931,1807,1471121555,2
1471112788,1936,1931,1807,1471121554,2
1471112788,1936,1931,1807,1471121555,2
1471112790,1936,1931,1807,1471121554,2
1471112790,1936,1931,1807,1471121555,2
1471112792,1936,1931,1807,1471121554,2
1471112792,1936,1931,1807,1471121555,2
1471112800,1936,1931,1807,1471121554,2
1471112800,1936,1931,1807,1471121555,2
1471118044,1936,1931,1807,1471121554,2
1471118044,1936,1931,1807,1471121555,2
1471118048,1936,1931,1807,1471121554,2
1471118048,1936,1931,1807,1471121555,2
1471118800,1936,1931,1807,1471121554,2
1471118800,1936,1931,1807,1471121555,2
1471118801,1936,1931,1807,1471121554,2
1471118801,1936,1931,1807,1471121555,2
1471120303,1936,1931,1807,1471121554,2
1471120303,1936,1931,1807,1471121555,2
1471120304,1936,1931,1807,1471121554,2
1471120304,1936,1931,1807,1471121555,2
1471178717,44831,1931,1842,1471179100,2
1471178717,44831,1931,1842,1471179106,2
1471178717,44831,1931,1842,1471185391,2
1471178717,44831,1931,1842,1471185661,2
1471178717,44831,1931,1842,1471203753,2
1471178717,44831,1931,1838,1471207378,2
1471178717,44831,1931,1838,1471207386,2
1471178717,44831,1931,1838,1471209150,2
1471178717,44831,1931,1838,1471209153,2
1471189156,44831,1931,1842,1471203753,2
1471189156,44831,1931,1838,1471207378,2
1471189156,44831,1931,1838,1471207386,2
1471189156,44831,1931,1838,1471209150,2
1471189156,44831,1931,1838,1471209153,2
1471391444,1938,1931,1838,1471434504,2
1471391444,1938,1931,1838,1471434508,2
1471396607,44818,1931,1838,1471434504,2
1471396607,44818,1931,1838,1471434508,2
1471396607,44818,1931,1838,1471439071,2
1471396607,44818,1931,1838,1471439075,2
1471396608,44818,1931,1838,1471434504,2
1471396608,44818,1931,1838,1471434508,2
1471396608,44818,1931,1838,1471439071,2
1471396608,44818,1931,1838,1471439075,2
1471396685,1938,1931,1838,1471434504,2
1471396685,1938,1931,1838,1471434508,2
1471396685,1938,1931,1838,1471439071,2
1471396685,1938,1931,1838,1471439075,2
1471396685,44834,1931,1838,1471434504,2
1471396685,44834,1931,1838,1471434508,2
1471396685,44834,1931,1838,1471439071,2
1471396685,44834,1931,1838,1471439075,2
1471434512,44831,1931,1838,1471439071,2
1471434512,44831,1931,1838,1471439075,2
1471434512,44831,1931,1791,1471441323,2
1471434512,44831,1931,1791,1471441327,2
1471434512,44831,1931,1791,1471450388,2
1471434512,44831,1931,1791,1471450389,2
1471434512,44831,1931,1791,1471450473,2
1471434512,44831,1931,1791,1471450473,2
1471434512,44831,1931,1791,1471450597,2
1471434512,44831,1931,1791,1471450598,2
