timestamp,event_type,n_1a,n_1b,n_2,n_5,n_6,n_1_comune,n_2_comune,u1,u2,u3
5837,3,1,84,27,0,0,3,36,43,41,43
5837,2,1,84,27,0,0,3,36,43,41,15
6092,1,1,84,27,0,0,3,36,3,34,3
6749,3,1,84,27,0,0,3,36,42,12,42
7314,3,1,84,27,0,0,3,36,43,41,43
7314,2,1,84,27,0,0,3,36,43,41,15
7318,4,1,84,27,0,0,3,36,12,42,12
7456,1,1,84,27,0,0,3,36,3,34,3
7836,4,1,85,27,0,0,3,36,39,47,39
8195,3,1,86,27,0,0,3,36,42,12,42
8460,1,1,86,27,0,0,3,36,38,11,38
8796,1,1,86,27,0,0,3,36,19,33,19
8857,4,1,87,27,0,0,3,36,12,42,12
9026,3,1,87,27,0,0,3,36,42,12,42
9131,4,1,87,27,0,0,3,36,12,42,12
9235,1,1,87,27,0,0,3,36,19,33,19
9496,1,1,87,27,0,0,3,36,38,11,38
10403,4,1,89,28,0,0,3,36,41,43,41
10462,4,1,89,28,0,0,3,36,38,46,38
10637,3,1,90,28,0,0,3,36,43,41,43
10637,2,1,90,28,0,0,3,36,43,41,15
10738,1,1,90,29,0,0,3,36,38,11,38
10753,2,1,90,29,0,0,3,36,46,38,14
10753,2,1,90,29,0,0,3,36,46,38,11
11075,4,1,90,29,0,0,3,36,41,43,41
12089,1,1,93,29,0,0,4,36,28,41,28
12220,1,1,93,29,0,0,4,36,27,36,27
12226,4,1,93,29,0,0,4,36,38,42,38
12311,2,1,93,29,0,0,4,36,46,39,13
12357,3,1,93,29,0,0,4,36,43,36,43
12963,3,1,94,29,0,0,5,36,47,37,47
13109,1,1,94,29,0,0,5,36,30,40,30
13330,3,1,94,29,0,0,5,36,44,14,44
13410,3,1,95,29,0,0,5,36,43,41,43
13410,2,1,95,29,0,0,5,36,43,41,15
14009,2,1,96,29,0,0,5,36,46,38,14
14009,2,1,96,29,0,0,5,36,46,38,11
14091,1,1,96,29,0,0,5,36,30,40,30
14267,3,1,96,29,0,0,5,36,44,14,44
14717,1,1,97,29,0,0,6,36,30,40,30
14849,1,1,99,29,0,0,6,36,18,34,18
15405,4,1,100,30,0,0,5,37,40,10,40
15952,1,1,101,30,0,0,4,38,19,35,19
16052,3,1,101,30,0,0,4,38,43,20,43
16801,3,1,102,31,0,0,4,38,46,30,46
16854,4,1,102,31,0,0,4,38,37,45,37
17120,3,1,102,31,0,0,4,38,47,29,47
17150,4,1,102,31,0,0,4,38,30,46,30
17213,4,1,102,31,0,0,4,38,36,43,36
17267,1,1,102,32,0,0,4,38,28,41,28
17405,3,1,102,32,0,0,4,38,46,30,46
17881,4,1,103,32,0,0,4,38,30,46,30
17885,4,1,103,32,0,0,4,38,38,42,38
17902,4,1,103,32,0,0,4,38,37,45,37
18074,4,1,105,32,0,0,4,38,41,44,41
18149,3,1,105,32,0,0,4,38,46,30,46
18261,3,1,105,32,0,0,4,38,45,37,45
18384,3,1,105,32,0,0,4,38,42,38,42
18763,3,1,108,32,0,0,3,39,43,36,43
18840,4,1,108,32,0,0,3,39,37,45,37
19046,3,1,108,33,0,0,3,39,45,37,45
19059,1,1,109,33,0,0,3,39,20,35,20
19671,3,1,112,33,0,0,2,40,47,38,47
19697,4,1,112,33,0,0,2,40,37,45,37
19952,1,1,112,33,0,0,2,40,5,33,5
20490,3,1,114,34,0,0,2,41,45,37,45
20572,4,1,114,34,0,0,2,41,40,10,40
20738,3,1,115,34,0,0,2,41,46,40,46
21013,1,1,115,34,0,0,2,41,28,41,28
21403,1,1,117,34,0,0,1,42,20,35,20
21957,4,1,117,35,0,0,1,42,40,45,40
22573,4,1,117,37,0,0,1,42,41,44,41
22841,3,1,118,37,0,0,1,42,42,36,42
22947,1,1,118,37,0,0,1,42,19,35,19
23283,4,1,118,38,0,0,1,42,37,45,37
23313,3,1,118,38,0,0,1,42,45,37,45
23339,4,1,118,38,0,0,1,42,40,10,40
23517,3,1,119,38,0,0,1,42,44,41,44
23517,2,1,119,38,0,0,1,42,44,41,15
24092,4,1,119,38,0,0,1,42,40,10,40
24116,4,1,119,38,0,0,1,42,37,45,37
24227,3,1,119,38,0,0,1,42,45,37,45
24364,3,1,120,38,0,0,1,42,47,41,47
24474,3,1,121,38,0,0,1,42,45,37,45
24585,4,1,122,38,0,0,1,42,39,46,39
24786,1,1,122,38,0,0,1,42,20,35,20
24799,4,1,122,38,0,0,1,42,41,44,41
24831,4,1,122,38,0,0,1,42,37,45,37
24954,1,1,122,38,0,0,1,42,25,33,25
24985,1,1,122,38,0,0,1,42,3,30,3
24987,4,1,122,38,0,0,1,42,41,47,41
25031,1,1,122,39,0,0,1,42,25,33,25
25125,3,1,122,39,0,0,1,42,47,41,47
25597,1,1,122,39,0,0,1,42,37,12,37
25760,1,1,122,39,0,0,1,42,30,40,30
25766,4,1,122,39,0,0,1,42,40,43,40
25824,3,1,123,39,0,0,1,42,43,40,43
25851,1,1,123,39,0,0,1,42,20,35,20
25913,4,1,123,39,0,0,1,42,41,47,41
26424,3,1,123,39,0,0,1,42,46,39,46
26424,2,1,123,39,0,0,1,42,46,39,13
26471,3,1,123,39,0,0,1,42,47,41,47
26827,1,1,124,40,0,0,2,42,20,35,20
26902,1,1,124,40,0,0,2,42,20,35,20
26902,4,1,124,40,0,0,2,42,38,42,38
26921,1,1,124,40,0,0,2,42,29,36,29
26943,4,1,124,40,0,0,1,43,40,45,40
27113,1,1,124,40,0,0,1,43,21,33,21
27209,1,1,124,40,0,0,1,43,37,12,37
27305,3,1,124,41,0,0,1,43,45,40,45
27631,1,1,125,41,0,0,1,43,20,35,20
27711,1,1,125,41,0,0,1,43,20,35,20
27817,1,1,125,41,0,0,1,43,21,33,21
28007,1,1,125,41,0,0,1,43,29,36,29
28461,2,1,125,42,0,0,1,43,46,38,14
28528,1,1,125,42,0,0,1,43,25,33,25
28540,1,1,125,42,0,0,1,43,21,33,21
28640,3,1,125,42,0,0,1,43,45,36,45
29304,1,1,127,42,0,0,1,43,25,33,25
29534,1,1,127,42,0,0,1,43,25,33,25
29695,1,1,127,42,0,0,1,43,25,33,25
30320,4,1,130,42,0,0,1,43,41,43,41
30686,4,1,131,43,0,0,1,43,28,47,28
31040,1,1,131,43,0,0,1,43,37,12,37
31282,4,1,134,43,0,0,1,43,36,45,36
31357,1,1,134,43,0,0,1,43,20,35,20
31776,3,1,134,43,0,0,1,43,42,38,42
31903,4,1,135,43,0,0,1,43,41,43,41
32024,2,1,136,43,0,0,1,43,44,41,15
32117,1,1,137,43,0,0,1,43,37,12,37
32307,1,1,137,44,0,0,1,43,21,34,21
32343,3,1,137,44,0,0,1,43,45,15,45
32345,1,1,137,44,0,0,1,43,20,35,20
32478,1,1,138,44,0,0,1,43,20,35,20
33168,1,1,140,44,0,0,1,43,19,34,19
33735,1,1,141,44,0,0,1,43,19,34,19
33796,3,1,142,44,0,0,1,43,45,20,45
33875,1,1,142,44,0,0,1,43,37,12,37
34122,1,1,144,44,0,0,1,43,19,34,19
35390,4,1,146,44,0,0,1,43,36,8,36
35626,1,1,147,44,0,0,1,43,41,15,41
35708,2,1,147,44,0,0,1,43,43,41,15
35708,3,1,147,44,0,0,1,43,43,41,43
36928,2,1,150,44,0,0,1,43,46,38,11
36928,3,1,150,44,0,0,1,43,46,38,46
37240,4,1,150,44,0,0,1,43,39,9,39
37398,3,1,150,45,0,0,1,43,43,36,43
37819,1,1,150,45,0,0,1,43,24,35,24
37825,4,1,150,45,0,0,1,43,36,43,36
37828,4,1,150,45,0,0,1,43,36,8,36
38013,4,1,150,45,0,0,1,43,41,43,41
38087,3,1,150,45,0,0,1,43,9,39,9
38109,3,1,150,45,0,0,1,43,47,30,47
38183,2,1,150,45,0,0,1,43,43,41,15
38342,3,1,152,45,0,0,1,43,8,36,8
38354,3,1,152,45,0,0,1,43,43,36,43
38515,2,1,152,45,0,0,1,43,44,41,15
38515,3,1,152,45,0,0,1,43,44,41,44
38783,4,1,152,45,0,0,1,43,30,47,30
38846,4,1,152,45,0,0,1,43,36,43,36
38889,4,1,152,45,0,0,1,43,36,8,36
39261,3,1,153,45,0,0,1,43,45,15,45
39269,3,1,153,45,0,0,1,43,43,36,43
39269,3,1,153,45,0,0,1,43,8,36,8
39515,3,1,153,45,0,0,1,43,42,37,42
39575,4,1,153,45,0,0,1,43,40,46,40
39677,1,1,153,46,0,0,1,43,21,34,21
39680,4,1,153,46,0,0,1,43,36,8,36
39706,4,1,154,46,0,0,1,43,36,8,36
39712,4,1,154,46,0,0,1,43,37,42,37
39925,3,1,155,46,0,0,1,43,8,36,8
40114,1,1,155,46,0,0,1,43,24,35,24
40292,3,1,156,46,0,0,1,43,46,40,46
40344,3,1,156,46,0,0,1,43,46,28,46
40437,1,1,157,46,0,0,1,43,41,15,41
40513,4,1,159,46,0,0,1,43,40,46,40
40597,2,1,159,46,0,0,1,43,46,38,11
40597,4,1,159,46,0,0,1,43,40,43,40
40597,3,1,159,46,0,0,1,43,46,38,46
40621,3,1,159,46,0,0,1,43,45,15,45
40774,4,1,159,46,0,0,1,43,37,45,37
40907,1,1,159,46,0,0,1,43,24,35,24
41243,3,1,163,46,0,0,1,43,46,40,46
41243,3,1,163,46,0,0,1,43,46,28,46
41278,4,1,163,46,0,0,1,43,38,46,38
41402,1,1,164,46,0,0,1,43,24,35,24
41513,1,1,165,46,0,0,1,43,41,15,41
41675,3,1,166,46,0,0,1,43,46,38,46
41675,2,1,166,46,0,0,1,43,46,38,14
41675,2,1,166,46,0,0,1,43,46,38,11
41694,4,1,166,46,0,0,1,43,40,43,40
42202,3,1,167,46,0,0,1,43,43,40,43
42409,4,1,168,46,0,0,1,43,40,43,40
42968,4,1,170,46,0,0,1,43,41,44,41
43028,2,1,170,46,0,0,1,43,44,41,15
43550,1,0,172,45,0,0,1,43,2,31,2
43991,1,0,171,46,0,0,0,43,2,31,2
44310,1,0,169,46,0,0,1,42,41,15,41
44766,4,0,169,45,0,0,1,42,39,45,39
44780,4,0,169,45,0,0,1,42,36,42,36
44930,3,0,168,45,0,0,1,42,43,21,43
44953,4,0,168,45,0,0,1,42,38,45,38
45166,3,0,168,45,0,0,1,42,45,38,45
45181,1,0,168,45,0,0,1,42,41,15,41
45316,1,0,167,45,0,0,1,42,41,15,41
45665,3,0,166,45,0,0,0,42,47,31,47
45680,3,0,166,45,0,0,0,42,42,36,42
46036,3,0,165,45,0,0,0,42,43,21,43
46095,4,0,165,45,0,0,0,42,36,45,36
46098,1,0,165,45,0,0,0,42,41,15,41
46255,4,0,165,44,0,0,0,42,36,42,36
46350,4,0,165,44,0,0,0,42,30,46,30
46619,1,0,165,44,0,0,0,42,23,34,23
46771,1,0,165,44,0,0,0,42,25,35,25
46771,4,0,165,44,0,0,0,42,27,42,27
46849,3,0,165,44,0,0,0,42,43,21,43
47103,3,0,165,44,0,0,0,42,42,36,42
47166,4,0,165,44,0,0,0,42,38,47,38
47304,4,0,164,44,0,0,0,42,36,42,36
47485,3,0,164,43,0,0,0,42,47,30,47
47829,1,0,163,42,0,0,0,42,41,15,41
47989,3,0,162,42,0,0,0,42,44,41,44
47989,2,0,162,42,0,0,0,42,44,41,15
48062,1,0,162,42,0,0,0,42,23,34,23
48110,3,0,162,42,0,0,0,42,44,19,44
48187,3,0,161,42,0,0,0,42,45,39,45
48234,4,0,161,42,0,0,0,42,30,47,30
48552,4,0,161,42,0,0,0,42,40,45,40
48968,1,0,159,42,0,0,0,42,23,34,23
49166,4,0,160,41,0,0,0,42,41,43,41
49434,4,0,159,41,0,0,0,42,27,42,27
49587,4,0,160,41,0,0,0,42,36,8,36
50101,3,0,161,41,0,0,0,42,45,36,45
50788,1,0,160,40,0,0,0,42,41,15,41
51067,1,0,161,40,0,0,0,42,41,15,41
51191,4,0,161,40,0,0,0,42,40,45,40
51823,3,0,160,40,0,0,0,42,45,40,45
51833,4,0,161,40,0,0,0,42,40,45,40
52031,1,0,160,40,0,0,0,42,41,15,41
52399,4,0,160,40,0,0,0,42,37,45,37
52807,2,0,160,40,0,0,0,42,43,41,15
52833,3,0,160,40,0,0,0,42,45,37,45
52933,1,0,160,41,0,0,0,42,41,15,41
53254,1,0,160,41,0,0,0,42,41,15,41
53272,4,0,160,41,0,0,0,42,36,8,36
53333,3,0,160,41,0,0,0,42,46,20,46
53425,4,0,160,41,0,0,0,42,37,45,37
53524,3,0,160,41,0,0,0,42,45,37,45
53827,4,0,161,41,0,0,0,42,37,45,37
53837,1,0,161,41,0,0,0,42,37,12,37
53931,2,0,161,40,0,0,0,42,42,12,37
54316,4,0,161,38,0,0,0,42,39,47,39
54679,1,0,161,38,0,0,0,42,38,14,38
54689,1,0,161,38,0,0,0,42,22,33,22
54793,1,0,161,38,0,0,0,42,5,33,5
54989,3,0,162,38,0,0,0,42,47,39,47
55613,4,0,160,39,0,0,0,42,39,47,39
55739,4,0,160,40,0,0,0,42,40,42,40
56128,3,0,162,40,0,0,0,42,42,40,42
56150,1,0,162,40,0,0,0,42,22,33,22
56493,3,0,162,41,0,0,0,42,47,39,47
56586,1,0,163,41,0,0,0,42,19,35,19
56667,1,0,163,40,0,0,0,42,1,19,1
56940,4,0,163,41,0,0,0,42,39,47,39
57163,4,0,163,41,0,0,0,42,36,8,36
57501,1,0,162,40,0,0,0,42,1,19,1
57606,3,0,162,40,0,0,0,42,8,36,8
57738,3,0,162,40,0,0,0,42,47,39,47
57987,1,0,161,40,0,0,0,42,41,15,41
58048,1,0,161,41,0,0,0,42,37,12,37
58148,1,0,160,41,0,0,0,42,1,19,1
58492,4,0,161,41,0,0,0,42,36,8,36
58556,2,0,161,41,0,0,0,42,42,12,37
58700,1,0,161,41,0,0,0,42,38,14,38
58713,4,0,161,41,0,0,0,42,39,9,39
58801,4,0,162,41,0,0,0,42,41,47,41
59067,4,0,162,43,0,0,0,42,31,47,31
59457,4,0,162,43,0,0,0,42,36,47,36
59620,4,0,162,43,0,0,0,42,37,44,37
59622,1,0,162,43,0,0,0,42,24,33,24
59660,3,0,162,44,0,0,0,42,44,37,44
59660,2,0,162,44,0,0,0,42,44,37,12
59968,3,0,164,44,0,0,1,42,43,28,43
60161,4,0,164,45,0,0,1,42,36,47,36
60449,2,0,165,45,0,0,1,42,42,12,37
60986,1,0,167,45,0,0,1,43,19,34,19
61233,1,0,167,45,0,0,1,43,19,34,19
61255,1,0,168,45,0,0,1,43,37,12,37
61558,4,0,170,45,0,0,1,43,36,43,36
61585,1,0,171,45,0,0,1,43,19,34,19
61676,1,0,171,45,0,0,1,43,5,33,5
61794,1,0,171,45,0,0,0,44,38,14,38
61941,4,0,171,45,0,0,0,44,37,44,37
62064,3,0,171,45,0,0,0,44,43,41,43
62064,2,0,171,45,0,0,0,44,43,41,15
62254,1,0,171,45,0,0,0,44,37,12,37
62505,3,0,172,45,0,0,0,44,42,32,42
62636,3,0,172,45,0,0,0,44,46,11,46
62694,1,0,172,45,0,0,0,44,5,33,5
62722,1,0,172,45,0,0,0,44,38,14,38
62723,1,0,172,45,0,0,0,44,2,33,2
62818,3,0,172,45,0,0,0,44,47,38,47
63176,1,0,171,45,0,0,0,44,24,33,24
63184,1,0,171,45,0,0,0,44,38,14,38
63316,4,0,171,45,0,0,0,44,32,42,32
63549,3,0,171,45,0,0,0,44,42,32,42
63609,4,0,171,45,0,0,0,44,39,45,39
63664,2,0,171,45,0,0,0,44,44,37,12
63664,3,0,171,45,0,0,0,44,44,37,44
63833,4,0,171,45,0,0,0,44,32,42,32
63837,4,0,171,45,0,0,0,44,36,47,36
63896,3,0,171,45,0,0,0,44,45,30,45
63931,1,0,171,45,0,0,0,44,2,33,2
64072,3,0,171,45,0,0,0,44,47,18,47
64143,3,0,171,46,0,0,0,44,42,32,42
64341,1,0,170,46,0,0,0,44,22,33,22
64348,1,0,170,46,0,0,0,44,2,33,2
64509,4,0,170,46,0,0,0,44,32,42,32
64641,3,0,170,46,0,0,0,44,47,31,47
64858,3,0,170,46,0,0,0,44,43,41,43
64858,2,0,170,46,0,0,0,44,43,41,15
64863,3,0,170,46,0,0,0,44,47,18,47
65095,4,0,170,46,0,0,0,44,41,43,41
65185,3,0,170,46,0,0,0,44,42,32,42
65207,4,0,170,46,0,0,0,44,32,42,32
65297,2,0,170,46,0,0,0,44,44,41,15
65454,3,0,170,46,0,0,0,44,47,18,47
65478,3,0,170,46,0,0,0,44,43,41,43
65478,2,0,170,46,0,0,0,44,43,41,15
65539,4,0,170,48,0,0,0,44,36,47,36
65825,1,0,172,48,0,0,0,44,38,14,38
65850,3,0,172,48,0,0,0,44,47,36,47
66010,3,0,172,48,0,0,0,44,42,32,42
66220,4,0,171,49,0,0,0,44,41,43,41
66280,4,0,171,49,0,0,0,44,38,47,38
66409,2,0,171,49,0,0,0,44,43,41,15
66409,3,0,171,49,0,0,0,44,43,41,43
66420,4,0,171,49,0,0,0,44,39,9,39
66546,4,0,172,49,0,0,0,44,41,43,41
66712,1,0,173,49,0,0,0,44,38,14,38
66812,4,0,173,48,0,0,0,44,41,43,41
66812,4,0,173,48,0,0,0,44,32,42,32
66835,3,0,173,48,0,0,0,44,9,39,9
67147,4,0,176,48,0,0,0,44,30,47,30
67278,3,0,176,48,0,0,0,44,45,27,45
67285,3,0,176,48,0,0,0,44,46,40,46
67440,1,0,176,48,0,0,0,44,39,13,39
67593,1,0,177,48,0,0,0,44,24,33,24
67603,4,0,177,48,0,0,0,44,39,9,39
67773,1,0,177,48,0,0,0,44,38,14,38
67847,3,0,177,48,0,0,0,44,9,39,9
68187,4,0,176,48,0,0,1,43,38,42,38
68197,2,0,176,48,0,0,1,43,44,41,15
68197,3,0,176,48,0,0,1,43,44,41,44
68360,4,0,175,48,0,0,1,43,39,9,39
68464,3,0,175,48,0,0,1,43,9,39,9
68948,3,0,174,48,0,0,1,43,46,11,46
68968,1,0,173,48,0,0,1,43,18,35,18
69136,3,0,173,48,0,0,1,43,46,11,46
69426,4,0,173,48,0,0,1,43,39,46,39
69458,4,0,173,48,0,0,1,43,41,43,41
69748,4,0,174,47,0,0,1,43,40,17,40
69868,1,0,174,47,0,0,1,43,38,14,38
69927,2,0,174,47,0,0,1,43,43,41,15
70127,4,0,171,47,0,0,1,43,40,17,40
70463,3,0,169,47,0,0,1,43,0,25,0
70495,2,0,169,47,0,0,1,43,44,37,12
70495,3,0,169,47,0,0,1,43,44,37,44
70649,4,0,170,47,0,0,1,43,40,17,40
70729,1,0,171,47,0,0,1,43,22,33,22
70752,4,0,171,47,0,0,1,43,40,17,40
71082,4,0,168,47,0,0,1,43,37,44,37
71270,2,0,167,47,0,0,1,43,44,37,12
71401,3,0,167,47,0,0,1,43,45,39,45
72003,3,0,166,46,0,0,1,43,42,38,42
72072,1,0,166,46,0,0,1,43,22,33,22
72106,3,0,166,47,0,0,1,43,46,40,46
72307,1,0,166,47,0,0,1,43,38,14,38
72451,4,0,166,47,0,0,1,43,40,45,40
72775,4,0,165,47,0,0,1,43,27,47,27
73027,1,0,164,47,0,0,1,43,18,35,18
73221,3,0,165,47,0,0,1,43,44,24,44
73309,1,0,165,47,0,0,1,43,38,14,38
73331,3,0,165,47,0,0,1,43,45,36,45
73420,1,0,165,47,0,0,1,43,38,14,38
73720,2,0,167,47,0,0,1,43,46,39,13
73842,1,0,167,47,0,0,1,43,38,14,38
74139,4,0,167,47,0,0,1,43,37,47,37
74184,3,0,167,47,0,0,1,43,47,37,47
74243,3,0,166,47,0,0,1,43,44,24,44
74255,1,0,166,47,0,0,1,43,39,13,39
74261,4,0,166,47,0,0,1,43,37,47,37
74340,1,0,166,47,0,0,1,43,18,35,18
74378,1,0,166,47,0,0,1,43,38,14,38
74658,4,0,166,47,0,0,1,43,40,46,40
74669,4,0,166,47,0,0,1,43,41,44,41
74729,4,0,166,47,0,0,1,43,30,46,30
74844,3,0,166,47,0,0,1,43,45,40,45
74981,1,0,167,47,0,0,1,43,25,33,25
75083,3,0,167,47,0,0,1,43,47,37,47
75091,3,0,167,47,0,0,1,43,42,25,42
75216,1,0,167,47,0,0,1,43,38,11,38
75278,4,0,167,46,0,0,1,43,40,17,40
75310,3,0,168,46,0,0,1,43,46,40,46
75317,1,0,168,46,0,0,1,43,38,11,38
75500,2,0,167,46,0,0,1,43,43,41,15
75652,1,0,165,46,0,0,1,43,21,35,21
75913,1,0,165,46,0,0,1,43,31,36,31
75952,4,0,165,46,0,0,1,43,37,47,37
76258,1,0,166,46,0,0,1,43,41,15,41
76548,4,0,167,46,0,0,1,43,29,42,29
76560,1,0,167,46,0,0,1,43,38,11,38
76682,4,0,167,46,0,0,1,43,40,17,40
76840,4,0,167,46,0,0,1,43,37,45,37
76945,1,0,166,46,0,0,1,43,20,34,20
77242,1,0,165,46,0,0,1,43,41,15,41
77293,1,0,165,46,0,0,1,43,18,35,18
77563,3,0,165,46,0,0,1,43,45,40,45
77760,1,0,165,46,0,0,1,43,20,34,20
77761,4,0,165,46,0,0,1,43,40,45,40
77799,4,0,165,46,0,0,1,43,39,45,39
78054,1,0,165,46,0,0,1,43,21,35,21
78685,1,0,166,46,0,0,1,43,21,35,21
79058,3,0,166,45,0,0,1,43,45,36,45
79118,1,0,166,45,0,0,1,43,41,15,41
79301,1,0,166,45,0,0,1,43,21,35,21
79316,1,0,166,45,0,0,1,43,22,34,22
79799,4,0,167,45,0,0,1,43,37,45,37
79913,4,0,167,45,0,0,1,43,40,42,40
80236,3,0,169,45,0,0,1,43,45,13,45
80512,3,0,169,45,0,0,1,43,46,40,46
80548,2,0,169,45,0,0,1,43,42,12,37
80989,3,0,169,46,0,0,1,43,45,37,45
81461,4,0,168,45,0,0,1,43,40,45,40
81533,1,0,168,45,0,0,1,43,22,34,22
81536,1,0,168,45,0,0,1,43,41,15,41
81581,3,0,168,45,0,0,1,43,45,13,45
81729,3,0,168,44,0,0,1,43,43,36,43
81745,3,0,168,44,0,0,1,43,45,13,45
82103,1,0,168,45,0,0,1,43,37,12,37
82495,3,0,168,45,0,0,1,43,45,40,45
82871,2,0,168,45,0,0,1,43,44,41,15
82891,1,0,167,45,0,0,1,43,22,34,22
83059,1,0,167,45,0,0,1,43,25,33,25
83242,4,0,167,45,0,0,1,43,40,10,40
83325,1,0,166,45,0,0,1,43,25,34,25
83418,3,0,166,45,0,0,2,43,42,25,42
83567,1,0,166,45,0,0,2,43,18,33,18
83674,1,0,165,46,0,0,2,43,18,33,18
83676,1,0,165,46,0,0,2,43,25,33,25
83959,4,0,165,45,0,0,2,43,39,45,39
84014,3,0,165,45,0,0,1,44,42,40,42
84027,3,0,165,45,0,0,1,44,45,39,45
84171,1,0,164,45,0,0,1,44,20,34,20
84176,3,0,164,45,0,0,1,44,42,25,42
84237,1,0,164,45,0,0,1,44,3,30,3
84297,1,0,164,45,0,0,1,44,22,34,22
84351,1,0,164,45,0,0,1,44,18,35,18
84479,1,0,164,45,0,0,1,44,25,33,25
84537,4,0,165,45,0,0,1,44,40,10,40
84704,1,0,164,45,0,0,1,44,25,34,25
84770,1,0,163,45,0,0,1,44,37,12,37
84910,4,0,163,43,0,0,1,44,39,45,39
84933,3,0,163,43,0,0,1,44,42,25,42
85101,4,0,163,43,0,0,1,44,40,10,40
85264,4,0,163,43,0,0,1,44,39,9,39
85280,1,0,163,43,0,0,1,44,3,30,3
85295,3,0,163,43,0,0,1,44,9,39,9
85352,3,0,163,43,0,0,1,44,42,29,42
85413,4,0,163,43,0,0,1,44,37,45,37
85480,1,0,163,43,0,0,1,44,20,34,20
85566,3,0,163,43,0,0,1,44,45,39,45
85655,1,0,163,43,0,0,1,44,37,12,37
85844,4,0,163,43,0,0,1,44,39,9,39
85880,3,0,163,43,0,0,1,44,9,39,9
85961,4,0,164,43,0,0,1,44,40,10,40
86012,1,0,164,43,0,0,1,44,20,34,20
86026,3,0,164,43,0,0,1,44,45,40,45
86078,4,0,164,43,0,0,1,44,29,42,29
86087,3,0,164,43,0,0,1,44,43,40,43
86283,1,0,164,44,0,0,1,44,18,33,18
86462,1,0,164,44,0,0,1,44,2,21,2
86682,1,0,165,44,0,0,1,44,2,21,2
86750,3,0,165,44,0,0,1,44,44,31,44
87090,3,0,164,44,0,0,1,44,46,38,46
87090,2,0,164,44,0,0,1,44,46,38,14
87317,4,0,165,44,0,0,1,44,39,9,39
87485,4,0,166,44,0,0,1,44,39,9,39
87612,3,0,165,44,0,0,1,44,9,39,9
88328,4,0,167,45,0,0,1,44,36,43,36
88499,4,0,167,45,0,0,1,44,36,8,36
88573,3,0,166,45,0,0,1,44,45,40,45
88872,4,0,168,46,0,0,1,44,37,45,37
89041,3,0,169,46,0,0,1,44,42,20,42
89224,4,0,170,46,0,0,1,44,40,45,40
89394,3,0,171,46,0,0,1,44,45,11,45
89508,3,0,171,46,0,0,1,44,43,12,43
89601,3,0,171,46,0,0,1,44,43,12,43
89917,3,0,170,47,0,0,1,44,45,40,45
90045,4,0,169,47,0,0,1,44,36,47,36
90092,4,0,169,47,0,0,1,44,40,45,40
90157,4,0,169,47,0,0,1,44,39,45,39
90362,3,0,169,47,0,0,1,44,42,40,42
90516,3,0,169,47,0,0,1,44,45,40,45
90592,3,0,169,47,0,0,1,44,45,11,45
90729,4,0,169,47,0,0,1,44,40,46,40
90781,3,0,169,47,0,0,1,44,43,12,43
90958,4,0,169,47,0,0,1,44,36,45,36
92097,4,0,167,46,0,0,1,44,38,47,38
92254,3,0,166,46,0,0,1,44,45,36,45
92344,1,0,166,46,0,0,1,44,28,41,28
92608,3,0,166,46,0,0,1,44,46,40,46
